,inc1,inc2,weight
3415,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,18.0
3416,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Child killed,2.0
3417,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Child with gun - no shots fired,0.0
3418,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Gun shop robbery or burglary,2.0
3419,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Shootout,285.0
3420,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Guns stolen from law enforcement,1.0
3421,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Defensive use - No shots fired,5.0
3422,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Officer Involved Shooting - Bystander shot,0.0
3423,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Officer Involved Shooting - Bystander killed,0.0
3424,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Child injured,4.0
3425,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Gun buy back action,0.0
3426,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Terrorism Involvement,0.0
3427,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Officer Involved Shooting - Accidental discharge - no injury required,0.0
3428,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Mistaken ID ,3.0
3429,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
3430,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Ghost gun,0.0
3431,"Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",Political Violence,0.0
3432,Defensive Use - Victim stops crime,Workplace shooting,4.0
3433,Defensive Use - Victim stops crime,Assault weapon,17.0
3434,Defensive Use - Victim stops crime,Pistol-whipping,74.0
3435,Defensive Use - Victim stops crime,Implied Weapon,37.0
3436,Defensive Use - Victim stops crime,Accidental Shooting,49.0
3437,Defensive Use - Victim stops crime,Accidental Shooting - Injury,33.0
3438,Defensive Use - Victim stops crime,Cleaning gun,0.0
3439,Defensive Use - Victim stops crime,Brandishing/flourishing/open carry/lost/found,583.0
3440,Defensive Use - Victim stops crime,Non-Shooting Incident,660.0
3441,Defensive Use - Victim stops crime,ATF/LE Confiscation/Raid/Arrest,96.0
3442,Defensive Use - Victim stops crime,Unlawful purchase/sale,3.0
3443,Defensive Use - Victim stops crime,Accidental Shooting - Death,3.0
3444,Defensive Use - Victim stops crime,BB/Pellet/Replica gun,52.0
3445,Defensive Use - Victim stops crime,Hunting accident,0.0
3446,Defensive Use - Victim stops crime,Road rage,28.0
3447,Defensive Use - Victim stops crime,Home Invasion - No death or injury,391.0
3448,Defensive Use - Victim stops crime,Accidental/Negligent Discharge,43.0
3449,Defensive Use - Victim stops crime,"Shots fired, no action",0.0
3450,Defensive Use - Victim stops crime,Sex crime involving firearm,5.0
3451,Defensive Use - Victim stops crime,TSA Action,0.0
3452,Defensive Use - Victim stops crime,Thought gun was unloaded,0.0
3453,Defensive Use - Victim stops crime,stolen from owner,18.0
3454,Defensive Use - Victim stops crime,Gun range/gun shop/gun show shooting,4.0
3455,Defensive Use - Victim stops crime,Home Invasion - subject/suspect/perpetrator killed,237.0
3456,Defensive Use - Victim stops crime,Home Invasion - subject/suspect/perpetrator injured,343.0
3457,Defensive Use - Victim stops crime,Child Involved Incident,4.0
3458,Defensive Use - Victim stops crime,Child injured self,0.0
3459,Defensive Use - Victim stops crime,Suicide - Attempt,1.0
3460,Defensive Use - Victim stops crime,Child killed by child,0.0
3461,Defensive Use - Victim stops crime,Self-Inflicted,11.0
3462,Defensive Use - Victim stops crime,School Shooting - elementary/secondary school,3.0
3463,Defensive Use - Victim stops crime,Officer Involved Incident - Weapon involved but no shots fired,16.0
3464,Defensive Use - Victim stops crime,"Defensive Use - Shots fired, no injury/death",369.0
3465,Defensive Use - Victim stops crime,Concealed Carry License - Victim,263.0
3466,Defensive Use - Victim stops crime,"Officer Involved Shooting - Shots fired, no injury",7.0
3467,Defensive Use - Victim stops crime,Accidental Shooting at a Business,10.0
3468,Defensive Use - Victim stops crime,Criminal act with stolen gun,32.0
3469,Defensive Use - Victim stops crime,Child killed self,0.0
3470,Defensive Use - Victim stops crime,Child picked up & fired gun,1.0
3471,Defensive Use - Victim stops crime,"Gun at school, no death/injury - elementary/secondary school",0.0
3472,Defensive Use - Victim stops crime,"Gun at school, no death/injury - university/college",1.0
3473,Defensive Use - Victim stops crime,Non-Aggression Incident,3.0
3474,Defensive Use - Victim stops crime,Defensive Use - WITHOUT a gun,348.0
3475,Defensive Use - Victim stops crime,Police Targeted,0.0
3476,Defensive Use - Victim stops crime,Defensive Use - Stand Your Ground/Castle Doctrine established,694.0
3477,Defensive Use - Victim stops crime,Playing with gun,0.0
3478,Defensive Use - Victim stops crime,Child injured by child,1.0
3479,Defensive Use - Victim stops crime,Officer Involved Shooting - subject/suspect/perpetrator unarmed,2.0
3480,Defensive Use - Victim stops crime,ShotSpotter,1.0
3481,Defensive Use - Victim stops crime,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,6.0
3482,Defensive Use - Victim stops crime,Defensive Use - Good Samaritan/Third Party,176.0
3483,Defensive Use - Victim stops crime,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,14.0
3484,Defensive Use - Victim stops crime,Child killed,0.0
3485,Defensive Use - Victim stops crime,Child with gun - no shots fired,1.0
3486,Defensive Use - Victim stops crime,Gun shop robbery or burglary,7.0
3487,Defensive Use - Victim stops crime,Shootout,168.0
3488,Defensive Use - Victim stops crime,Guns stolen from law enforcement,1.0
3489,Defensive Use - Victim stops crime,Defensive use - No shots fired,254.0
3490,Defensive Use - Victim stops crime,Officer Involved Shooting - Bystander shot,2.0
3491,Defensive Use - Victim stops crime,Officer Involved Shooting - Bystander killed,0.0
3492,Defensive Use - Victim stops crime,Child injured,1.0
3493,Defensive Use - Victim stops crime,Gun buy back action,0.0
3494,Defensive Use - Victim stops crime,Terrorism Involvement,0.0
3495,Defensive Use - Victim stops crime,Officer Involved Shooting - Accidental discharge - no injury required,0.0
3496,Defensive Use - Victim stops crime,Mistaken ID ,2.0
3497,Defensive Use - Victim stops crime,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
3498,Defensive Use - Victim stops crime,Ghost gun,0.0
3499,Defensive Use - Victim stops crime,Political Violence,0.0
3500,Workplace shooting,Assault weapon,6.0
3501,Workplace shooting,Pistol-whipping,4.0
3502,Workplace shooting,Implied Weapon,1.0
3503,Workplace shooting,Accidental Shooting,0.0
3504,Workplace shooting,Accidental Shooting - Injury,0.0
3505,Workplace shooting,Cleaning gun,0.0
3506,Workplace shooting,Brandishing/flourishing/open carry/lost/found,16.0
3507,Workplace shooting,Non-Shooting Incident,16.0
3508,Workplace shooting,ATF/LE Confiscation/Raid/Arrest,7.0
3509,Workplace shooting,Unlawful purchase/sale,0.0
3510,Workplace shooting,Accidental Shooting - Death,0.0
3511,Workplace shooting,BB/Pellet/Replica gun,3.0
3512,Workplace shooting,Hunting accident,0.0
3513,Workplace shooting,Road rage,0.0
3514,Workplace shooting,Home Invasion - No death or injury,1.0
3515,Workplace shooting,Accidental/Negligent Discharge,0.0
3516,Workplace shooting,"Shots fired, no action",0.0
3517,Workplace shooting,Sex crime involving firearm,0.0
3518,Workplace shooting,TSA Action,0.0
3519,Workplace shooting,Thought gun was unloaded,0.0
3520,Workplace shooting,stolen from owner,0.0
3521,Workplace shooting,Gun range/gun shop/gun show shooting,0.0
3522,Workplace shooting,Home Invasion - subject/suspect/perpetrator killed,0.0
3523,Workplace shooting,Home Invasion - subject/suspect/perpetrator injured,0.0
3524,Workplace shooting,Child Involved Incident,0.0
3525,Workplace shooting,Child injured self,0.0
3526,Workplace shooting,Suicide - Attempt,2.0
3527,Workplace shooting,Child killed by child,0.0
3528,Workplace shooting,Self-Inflicted,0.0
3529,Workplace shooting,School Shooting - elementary/secondary school,1.0
3530,Workplace shooting,Officer Involved Incident - Weapon involved but no shots fired,3.0
3531,Workplace shooting,"Defensive Use - Shots fired, no injury/death",0.0
3532,Workplace shooting,Concealed Carry License - Victim,5.0
3533,Workplace shooting,"Officer Involved Shooting - Shots fired, no injury",4.0
3534,Workplace shooting,Accidental Shooting at a Business,0.0
3535,Workplace shooting,Criminal act with stolen gun,1.0
3536,Workplace shooting,Child killed self,0.0
3537,Workplace shooting,Child picked up & fired gun,0.0
3538,Workplace shooting,"Gun at school, no death/injury - elementary/secondary school",0.0
3539,Workplace shooting,"Gun at school, no death/injury - university/college",1.0
3540,Workplace shooting,Non-Aggression Incident,0.0
3541,Workplace shooting,Defensive Use - WITHOUT a gun,5.0
3542,Workplace shooting,Police Targeted,2.0
3543,Workplace shooting,Defensive Use - Stand Your Ground/Castle Doctrine established,2.0
3544,Workplace shooting,Playing with gun,0.0
3545,Workplace shooting,Child injured by child,0.0
3546,Workplace shooting,Officer Involved Shooting - subject/suspect/perpetrator unarmed,1.0
3547,Workplace shooting,ShotSpotter,0.0
3548,Workplace shooting,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,2.0
3549,Workplace shooting,Defensive Use - Good Samaritan/Third Party,4.0
3550,Workplace shooting,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,11.0
3551,Workplace shooting,Child killed,0.0
3552,Workplace shooting,Child with gun - no shots fired,0.0
3553,Workplace shooting,Gun shop robbery or burglary,0.0
3554,Workplace shooting,Shootout,4.0
3555,Workplace shooting,Guns stolen from law enforcement,1.0
3556,Workplace shooting,Defensive use - No shots fired,2.0
3557,Workplace shooting,Officer Involved Shooting - Bystander shot,0.0
3558,Workplace shooting,Officer Involved Shooting - Bystander killed,0.0
3559,Workplace shooting,Child injured,0.0
3560,Workplace shooting,Gun buy back action,0.0
3561,Workplace shooting,Terrorism Involvement,1.0
3562,Workplace shooting,Officer Involved Shooting - Accidental discharge - no injury required,0.0
3563,Workplace shooting,Mistaken ID ,0.0
3564,Workplace shooting,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,0.0
3565,Workplace shooting,Ghost gun,0.0
3566,Workplace shooting,Political Violence,0.0
3567,Assault weapon,Pistol-whipping,21.0
3568,Assault weapon,Implied Weapon,1.0
3569,Assault weapon,Accidental Shooting,47.0
3570,Assault weapon,Accidental Shooting - Injury,23.0
3571,Assault weapon,Cleaning gun,5.0
3572,Assault weapon,Brandishing/flourishing/open carry/lost/found,243.0
3573,Assault weapon,Non-Shooting Incident,1267.0
3574,Assault weapon,ATF/LE Confiscation/Raid/Arrest,934.0
3575,Assault weapon,Unlawful purchase/sale,109.0
3576,Assault weapon,Accidental Shooting - Death,14.0
3577,Assault weapon,BB/Pellet/Replica gun,8.0
3578,Assault weapon,Hunting accident,1.0
3579,Assault weapon,Road rage,18.0
3580,Assault weapon,Home Invasion - No death or injury,39.0
3581,Assault weapon,Accidental/Negligent Discharge,39.0
3582,Assault weapon,"Shots fired, no action",2.0
3583,Assault weapon,Sex crime involving firearm,4.0
3584,Assault weapon,TSA Action,1.0
3585,Assault weapon,Thought gun was unloaded,4.0
3586,Assault weapon,stolen from owner,151.0
3587,Assault weapon,Gun range/gun shop/gun show shooting,5.0
3588,Assault weapon,Home Invasion - subject/suspect/perpetrator killed,10.0
3589,Assault weapon,Home Invasion - subject/suspect/perpetrator injured,1.0
3590,Assault weapon,Child Involved Incident,31.0
3591,Assault weapon,Child injured self,1.0
3592,Assault weapon,Suicide - Attempt,1.0
3593,Assault weapon,Child killed by child,0.0
3594,Assault weapon,Self-Inflicted,8.0
3595,Assault weapon,School Shooting - elementary/secondary school,3.0
3596,Assault weapon,Officer Involved Incident - Weapon involved but no shots fired,100.0
3597,Assault weapon,"Defensive Use - Shots fired, no injury/death",9.0
3598,Assault weapon,Concealed Carry License - Victim,5.0
3599,Assault weapon,"Officer Involved Shooting - Shots fired, no injury",58.0
3600,Assault weapon,Accidental Shooting at a Business,3.0
3601,Assault weapon,Criminal act with stolen gun,77.0
3602,Assault weapon,Child killed self,0.0
3603,Assault weapon,Child picked up & fired gun,2.0
3604,Assault weapon,"Gun at school, no death/injury - elementary/secondary school",13.0
3605,Assault weapon,"Gun at school, no death/injury - university/college",9.0
3606,Assault weapon,Non-Aggression Incident,91.0
3607,Assault weapon,Defensive Use - WITHOUT a gun,10.0
3608,Assault weapon,Police Targeted,28.0
3609,Assault weapon,Defensive Use - Stand Your Ground/Castle Doctrine established,10.0
3610,Assault weapon,Playing with gun,11.0
3611,Assault weapon,Child injured by child,1.0
3612,Assault weapon,Officer Involved Shooting - subject/suspect/perpetrator unarmed,1.0
3613,Assault weapon,ShotSpotter,3.0
3614,Assault weapon,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,56.0
3615,Assault weapon,Defensive Use - Good Samaritan/Third Party,9.0
3616,Assault weapon,LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite,30.0
3617,Assault weapon,Child killed,7.0
3618,Assault weapon,Child with gun - no shots fired,1.0
3619,Assault weapon,Gun shop robbery or burglary,48.0
3620,Assault weapon,Shootout,66.0
3621,Assault weapon,Guns stolen from law enforcement,32.0
3622,Assault weapon,Defensive use - No shots fired,5.0
3623,Assault weapon,Officer Involved Shooting - Bystander shot,6.0
3624,Assault weapon,Officer Involved Shooting - Bystander killed,0.0
3625,Assault weapon,Child injured,21.0
3626,Assault weapon,Gun buy back action,20.0
3627,Assault weapon,Terrorism Involvement,5.0
3628,Assault weapon,Officer Involved Shooting - Accidental discharge - no injury required,3.0
3629,Assault weapon,Mistaken ID ,0.0
3630,Assault weapon,Officer Involved Shooting - subject/suspect/perpetrator suicide by cop,4.0
3631,Assault weapon,Ghost gun,20.0
3632,Assault weapon,Political Violence,1.0
3633,Pistol-whipping,Implied Weapon,17.0
3634,Pistol-whipping,Accidental Shooting,40.0
3635,Pistol-whipping,Accidental Shooting - Injury,14.0
3636,Pistol-whipping,Cleaning gun,0.0
3637,Pistol-whipping,Brandishing/flourishing/open carry/lost/found,673.0
3638,Pistol-whipping,Non-Shooting Incident,1869.0
